votos,financ,idade,n_part,fpart,votos_t1
260814.19,37416.074,51,1,.15143517,6417.936
229261.28,612.35907,54,1,.090633795,40637.289
194414.19,5468.0366,53,2,.31246865,28741.75
207173.72,679.27026,50,2,.25324315,34910.371
214320.36,7875.9492,45,4,.22271129,3386.9526
138564.7,2008.5248,38,6,.38955995,7666.0186
198832.63,7149.7729,34,0,.17885239,11646.565
191422.73,25666.016,47,2,.31626242,17074.055
231220.36,8104.5854,44,1,.14882866,4582.8906
225731.58,12695.72,52,2,.25945765,11483.294
175775.53,11197.489,38,1,.081373706,40110.23
180631.13,3667.8757,35,4,.040626802,48359.473
233279.95,10124.765,59,0,.2411333,9785.1738
164085.08,14465.303,42,1,.010327292,32714.949
211188.81,682.92963,55,2,.12008426,5618.6904
208902.88,1811.5222,38,2,.08336322,6419.5771
181462.64,2562.8601,42,4,.2644532,52206.344
290167.31,35465.598,56,1,.092829324,29652.74
282872.09,14072.298,51,0,.38877597,14838.07
273510.56,2384.429,41,2,.10590987,69909.836
166262.56,774.89929,38,1,.20318827,1184.3193
94907.898,46535.313,34,4,.23025729,11283.822
174866.42,15271.124,51,1,.22904035,8836.96
204884.36,10815.687,51,3,.2730915,29010.152
137306.17,8181.3921,43,2,.22939944,16849.064
201085.89,18710.203,51,3,.12869155,250.28328
209890.17,3900.5161,43,2,.50985497,55316.156
334055.38,17233.699,42,3,.20129041,96128.109
184971.77,1063.244,45,3,.21694086,16551.475
234769.33,6640.272,38,2,.19269557,70513.141
178278.41,3468.7847,48,2,.10910134,4714.9033
214533.95,5926.3975,54,2,.20467041,13938.124
146909.03,4297.9932,38,2,.14128289,35672.387
194341.2,9674.541,49,2,.15326142,27865.783
213846.64,6725.6167,50,4,.073406704,2100.4902
229022.95,19420.711,57,1,.07495328,1184.0638
118795.41,1190.7258,48,2,.10389905,16743.129
216136.38,709.76746,48,0,.084657736,72371.633
188202.59,48168.066,43,3,.14935271,23941.455
212210.06,2953.0486,45,4,.17254792,54747
303916.78,47917.852,39,3,.16834407,47956.543
255074.77,10181.091,47,2,.060151439,29106.119
218717.11,4616.2959,54,3,.072957128,16712.916
210180.05,456.2627,52,2,.14496222,27744.453
156799.44,1684.8181,44,3,.22235282,35744.703
131872.3,11094.406,34,1,.096963942,10355.946
179539.48,1476.1187,43,2,.1911743,62941.563
223832.41,4966.3257,51,1,.17384417,18288.041
270088.19,3092.0452,58,1,.044586085,30842.311
180790.89,878.23816,45,3,.13067286,21425.359
334806.06,2185.7781,47,0,.28047752,34080.348
212635.55,9393.6963,47,3,.22373672,20649.949
280602.97,5579.7974,54,1,.32950735,29685.105
204253.89,4477.3198,47,4,.06773039,2425.5049
183934.47,5513.2529,38,0,.1853862,4882.4658
296210.81,10441.322,45,0,.041597046,43518.906
181323.83,2493.1853,40,0,.26756674,56802.531
153886.23,7185.7534,38,1,.44826648,18397.998
205993.89,4828.542,51,2,.17446202,4732.627
390818.16,908.99017,56,4,.27230388,118208.02
123483.45,2026.8456,45,4,.16542058,3842.4395
148774.45,58276.574,43,0,.074157774,5977.0093
201659.39,2868.1399,40,2,.17283756,35727.789
213716.56,18160.49,38,2,.28643563,24882.547
199905.97,20731.311,46,2,.078676537,34582.055
179810.31,4660.7461,55,4,.06820567,9943.7188
277275.28,3121.9861,47,3,.093458913,59813.465
176533.73,469.12354,48,2,.087520294,2965.5349
112246.39,43882.492,44,2,.37838316,9426.2168
158080.42,2092.3379,47,1,.44814748,21828.305
243888.08,7529.73,46,1,.25976184,42140.117
224710.89,11908.864,49,1,.15177186,15787.001
156193.84,5210.5005,42,2,.12019043,7702.9858
160056.48,21742.998,35,3,.13951539,323.62955
243837.98,554.8114,41,1,.17030026,54917.473
178200.02,29747.297,50,0,.059191301,5099.2935
103341.48,16793.502,41,3,.031002482,4979.562
105809.17,171.89964,42,2,.090596981,835.60358
453070.06,6340.9629,38,2,.32210141,213849.41
259469.88,3787.5488,49,2,.1957743,38728.816
242104.45,8463.5127,46,2,.31718317,18304.01
174772.89,12467.268,41,2,.13417524,28495.098
233602.5,3829.2402,31,2,.27314037,58106.668
180953.39,1260.3193,34,2,.24946938,24927.381
256500,4541.1958,60,4,.2198935,465.29059
230016.8,7510.0376,40,4,.33513135,31494.09
192963.2,10526.151,38,1,.061081827,13435.096
173798.55,33091.785,39,3,.36154512,20895.91
260202.77,1014.1838,46,4,.26983187,74165.469
228815.22,2141.6328,53,1,.19967791,5269.0356
288591.16,8759.1289,46,1,.081173763,88824.773
190609.2,6111.457,40,2,.16027735,11490.001
186606.14,5090.1914,46,3,.11643223,310.80664
148563.84,9107.6064,39,3,.23755164,5678.8091
194126.02,5355.1948,40,0,.087546714,16928.852
211093.8,1142.7063,40,2,.26141474,64041.02
176972.14,1625.2559,44,2,.15982391,8132.9351
200022.28,6007.8345,50,1,.35420647,13302.611
318491.31,1520.238,53,3,.10508022,30255.398
125927.8,1027.0663,42,1,.10532835,12923.378
139162.17,23499.248,47,1,.25126216,16756.998
260993.02,10399.616,50,4,.13205622,43538.16
141942.13,11526.531,51,3,.12930289,5504.8174
245249.88,18119.467,48,0,.25456375,51155.879
234863.28,37663.762,45,4,.039660797,4561.1548
166052.47,21910.404,49,2,.31811929,2756.9736
144495.97,101.59477,44,2,.045399703,1351.4434
178961.09,12633.534,47,1,.077712968,13277.281
123032.35,29505.822,44,3,.027690381,1934.9514
259006.48,8028.2202,42,1,.13162886,70250.461
153471.75,3904.8005,47,1,.12182191,11012.324
243763.56,9029.9082,50,3,.075537167,25872.633
188926.27,22620.564,42,2,.039697994,27847.551
47389.664,9823.9424,35,4,.22216032,390.43814
265613.31,7021.2549,53,1,.059890151,13256.554
141102.5,4919.3311,37,0,.15192543,10091.048
138800.92,5891.4907,39,3,.031031309,9994.2148
225601.45,3980.5134,40,5,.14887716,8076.2969
232998.75,14340.812,42,1,.34897116,76794.719
87840.07,18131.256,32,2,.11549672,18648.746
300824.84,8518.7891,40,6,.32416654,106256.87
245880.41,3770.5901,49,3,.21223301,41216.43
229638.02,3433.3655,45,3,.14039503,62813.289
199662.06,13017.409,53,3,.098756336,37871.039
170400.05,4131.1411,44,2,.19323455,32001.035
242384.25,107.7215,45,3,.23094411,6741.9092
192532.16,7081.2622,43,4,.090075508,55588.488
195821.3,9703.791,41,3,.15188047,2437.3467
79828.305,15397.905,41,1,.19855657,1117.3364
189579.16,3726.3604,40,0,.3405951,61562.117
186669.06,21849.736,57,3,.12848449,149.87445
187177.11,1401.053,53,1,.13592012,17821.43
340434.63,7168.4341,57,1,.15878054,50119.457
266520.84,2501.0684,38,0,.19410247,89758.102
185366.64,5283.981,48,4,.25300014,48657.484
187753.06,33984.473,43,3,.22881249,14710.603
202781.5,19056.949,44,1,.054829586,610.68567
265839.78,23135.49,43,1,.14986672,54143.672
217293.69,11628.35,51,3,.46330079,11415.72
295084.72,8402.0137,51,0,.14886191,121785.99
187369.98,15208.339,36,3,.23123291,17131.354
358976.41,16231.3,59,4,.21566755,93613.781
215733.78,1386.3408,46,2,.046544142,24304.926
214856.16,9163.1934,47,4,.11631128,56196.492
188877.7,9459.9648,43,0,.16818877,5549.4751
162149.95,23781.734,47,2,.23378624,9348.0342
205884.34,7187.4053,40,3,.18135819,24468.574
212531.3,4252.9839,53,1,.092661001,1791.0958
181924.03,3833.0637,54,1,.31678614,2610.3596
222663.78,8471.4883,53,3,.21329848,7785.1733
177385.13,29190.906,42,5,.004797976,7692.1597
270172.66,182.95636,46,0,.39828464,91799.719
128287.06,6115.5635,37,0,.19698611,18872.514
193710.55,6758.0757,46,2,.13708399,10280.726
200774.78,8181.981,45,3,.302194,36995.133
244809.08,31447.219,34,1,.058221545,114192.73
240460.98,2450.0688,49,5,.14701509,6216.0137
160569.84,2836.6799,35,3,.14518705,23558.004
159139.84,9477.5303,39,1,.5290333,1475.6149
197030.06,14237.33,37,1,.032259449,17347.609
249075.33,7312.2554,50,5,.18871045,5746.6245
238737.91,13017.496,37,2,.41925603,60931.684
133253.92,3040.8352,31,0,.35774028,20141.889
291802.84,5987.625,48,1,.33945376,83091.594
179276.22,18179.543,45,1,.081771389,4366.2344
157234.44,757.82019,48,3,.12701197,1409.9521
193466.53,3469.8574,47,1,.16023751,843.38629
176292.77,8006.2363,39,1,.052616324,9294.4375
261479.98,12045.84,47,3,.039371077,54588.793
280402.44,25865.709,40,3,.4219006,44406.602
265431.16,89.798508,38,3,.21632792,50138.234
100224.38,6285.0288,37,4,.11508189,5282.4707
299501.13,6840.5391,62,1,.22961916,65524.305
215900.48,6730.2114,36,1,.061989978,15236.06
208052.59,5569.123,38,3,.13944036,27694.176
399959.09,17291.15,61,3,.20660533,92043.883
225292.95,20924.143,50,2,.025231767,5348.7959
258624.98,10667.53,46,2,.13949184,55791.066
170510.13,11109.153,39,2,.2192117,16240.226
114739.91,1794.8506,29,2,.13960619,10609.434
225743.45,15606.299,46,0,.11560243,40033.77
281676.81,2390.6396,42,2,.24172793,55348.602
98738.227,4416.4497,48,1,.21926785,3751.2258
212579.22,57228.859,55,1,.14452258,100.68758
173460.75,18681.381,41,2,.046816669,9434.6367
287998.22,52166.477,42,4,.083435744,32476.354
147607.34,32586.846,27,3,.084813625,9723.1074
297335.06,888.22546,53,1,.074147858,43581.879
233430.66,5033.2583,39,4,.35993335,73882.563
229874.44,13920.608,38,3,.23286475,45098.605
133125.02,2580.6182,44,6,.26029345,27369.604
237953.58,21333.941,46,0,.37030083,25120.961
219200.13,2796.1863,54,2,.089249834,19703.744
209249.41,18442.07,43,4,.18186869,27938.242
262547.88,3806.2681,37,2,.17309682,77222.203
192878.34,2534.1272,47,3,.07445623,1351.6594
199804.55,3069.8774,46,3,.16227894,22153.492
260084.22,562.52734,36,2,.2287197,87064.406
261024.17,1166.7513,38,3,.14224496,89596.867
162373.81,4744.7349,45,3,.065724619,6308.5903
210124.41,1182.7301,38,3,.41491303,51555.945
92661.32,7969.3481,34,4,.073321804,6651.0024
223872.58,8614.7578,38,2,.014094501,52886.094
144214.45,16252.632,46,3,.23229235,1374.7314
176854.09,320.30948,34,3,.27371308,32895.633
192782.63,13934.238,49,0,.25153929,17448.344
252659.98,8818.1602,45,1,.092880189,92507.859
235095.88,987.45911,56,2,.31233153,35048.48
147319.78,5576.6694,35,2,.071724497,65109.633
226961.38,12456.835,49,0,.35407546,2394.4529
212321.05,21546.621,51,0,.035383847,3280.106
223758.44,10879.451,46,3,.049614515,30824.592
288368.31,32230.041,43,0,.10798652,81117.961
250589.53,11410.083,48,3,.18995236,25255.432
155206.28,16050.107,43,0,.16536988,5881.3906
219713.14,12556.389,51,3,.086875416,1417.3157
195877.75,7718.3892,49,1,.051112987,3494.9524
294260.44,19687.166,54,4,.21757337,20639.191
211360.77,773.4104,48,2,.069136463,40030.855
172893.06,21311.088,37,1,.26849276,8111.0464
194391.91,3752.116,42,0,.10099945,21699.045
235342.3,3655.5796,51,0,.07594014,6216.248
157914.05,3210.1016,40,1,.053941708,6452.4829
225154.88,11675.608,58,3,.096563138,3516.3596
225070.81,13967.686,55,1,.33562201,16582.148
174910.91,9008.4619,38,4,.28531572,23853.807
70423.203,11627.253,35,4,.19838943,74.789726
286995.97,6213.3716,45,4,.19292796,91848.758
198391.42,20714.52,42,1,.28123614,49663.688
266089.91,4199.9741,41,0,.31063786,66354.18
165391.94,9366.7393,45,3,.11480039,22478.402
222258.98,8897.3359,47,2,.29685628,17408.646
264594.75,9899.9561,46,0,.21250309,11099.382
274833.09,1369.6781,46,1,.05144456,60699.145
183035.88,15878.104,41,4,.11743817,20461.836
289952.56,10447.217,53,3,.35813677,83282.172
221441.13,18144.869,49,2,.10160103,12092.199
149748.7,2537.6843,43,4,.041233573,11003.206
264821.41,9760.8096,55,2,.0055997507,29620.297
205448.2,4008.1951,49,2,.31655985,2314.6436
252783,17586.676,50,3,.22686827,1088.4376
234253.31,6951.9194,34,3,.64049506,75503.813
276539.13,15596.815,36,1,.096376665,123213.03
223360.44,3199.6685,42,2,.13268296,14060.867
184270.13,6397.2261,47,3,.1596726,23349.115
168593.16,5074.9067,43,4,.10206719,33845.816
177859.22,1016.668,34,4,.20868489,19045.965
249697.03,8871.1719,38,2,.55507487,61778.008
176635.38,2062.5068,43,2,.10180064,35706.781
98532.695,25994.697,39,1,.30139878,2157.4983
215986.69,18502.9,44,1,.055830557,24534.471
252487.42,25713.67,55,3,.17302339,17800.951
185359.81,9446.709,37,2,.037137631,20064.84
173620.56,4960.4316,43,2,.083077997,14040.753
191005.33,5889.8989,47,0,.11324772,5997.0415
268491.22,13768.733,53,3,.30846569,24723.52
302724.44,140.0116,54,5,.22888216,52217.18
244613.34,47959.184,41,1,.22652067,55814.832
183823.47,20360.889,39,0,.11255297,3947.3494
337878.47,6346.627,41,1,.1356812,71539.305
131690.89,4136.6392,43,3,.1566091,1235.3138
311512.19,8590.708,51,5,.48235834,85004.531
178983.52,8020.376,49,3,.14249736,8580.4492
248050.67,6023.9063,43,0,.16880733,13096.981
140321.89,1847.6147,40,4,.25075611,12944.329
200340.7,822.31274,53,1,.34846142,6535.6152
168027.44,14682.993,42,1,.27919734,43577.523
122496.2,9464.8105,39,1,.22310886,37417.258
227294.27,5092.4683,33,2,.061784647,53508.223
217283.28,6436.3179,49,3,.35900638,17381.068
231839.22,24337.961,50,0,.14351362,4044.4519
256699.97,9992.3076,53,3,.10386003,26176.508
182320.53,7124.0313,62,2,.214442,16820.727
140006.33,2464.2717,33,1,.22492759,9781.8584
212350.19,2430.718,48,1,.34545347,20187.711
226493.45,6551.6489,37,1,.11360528,75464.836
202420.42,15168.337,47,1,.53376395,6724.6182
198477.34,2446.655,51,4,.029268473,23308.791
187271.52,6527.6982,47,2,.36578202,14498.643
229349.31,9302.3652,41,2,.14348869,7199.8901
162745.31,8432.918,34,3,.040209461,12051.333
195630.97,643.14392,40,1,.27036804,54.239067
126040.36,14385.235,38,2,.18916185,1745.7141
231739.92,13728.924,54,3,.25319731,20600.35
184274.83,14829.84,38,1,.060520168,9699.4385
290249.75,5399.48,59,1,.28615847,19461.346
279091.72,28803.422,55,2,.091159992,77151.711
221499.33,6231.8521,49,4,.0094971042,2680.7881
221773.83,1457.1334,40,4,.058355261,5740.5254
172229.77,8901.001,44,4,.20754686,15894.71
279348.5,4015.813,36,2,.043164447,105710.72
214504.36,12364.59,53,2,.099893585,3138.6995
182567.45,21385.012,48,3,.058723446,3564.3545
290810.5,4867.1284,52,1,.24570613,14793.222
227480.09,18.451107,53,2,.21086332,8679.4844
179803.89,907.69623,32,1,.055827346,34758.609
222978.78,11056.081,47,0,.26443815,1833.0435
205706.41,20466.959,37,4,.54014391,4377.9834
179796.31,2270.3455,45,7,.12633403,7337.3726
174706.17,1047.8199,42,5,.10195834,14412.157
254682.06,6920.4194,41,5,.129005,28615.021
263497.75,12354.729,33,0,.099439748,66174.852
203393.11,6521.6943,38,0,.25077382,43229.102
183597.86,9337.9453,36,3,.23357815,51935.172
248605.8,3794.7896,64,3,.14608465,3309.7268
209644.58,1022.8279,53,1,.21238054,10302.704
188531.52,29925.195,47,3,.29758865,2728.5061
233003.25,7927.9155,54,4,.0716528,5935.1484
242001.42,19308.006,45,2,.048333716,28572.764
231313.95,686.35968,49,3,.12108929,9370.874
312179.88,4528.6563,49,1,.04535972,63929.684
214732.45,10323.964,50,0,.11664866,23515.818
250111.58,811.11237,49,3,.29305059,1850.9562
164283.06,1844.1736,42,3,.26625586,25266.719
190644.14,20889.672,32,1,.2637502,25266.205
174708.55,7713.1011,43,5,.28479084,30397.666
195588.59,36778.527,37,2,.36463857,31777.053
149524.88,15410.089,51,4,.12523635,926.36292
220195.38,3579.6648,43,3,.20251298,28710.713
173237.47,3157.9128,43,3,.20564662,1375.193
198712.45,15127.731,53,2,.1074799,8771.8047
216404.47,12595.456,50,2,.25539932,14150.804
142002.59,29910.941,42,1,.35073078,7068.4541
187074.91,2013.1404,49,1,.18696943,112.32223
191334.64,2202.0708,59,1,.11576933,24172.355
210980.92,15684.126,51,2,.15146561,16121.811
206801.72,1057.6238,49,3,.093948469,7158.4722
256451.34,552.34296,42,0,.0492086,68390.969
269323.94,11991.925,44,4,.21474373,58887.668
221258.23,3231.0417,38,2,.097956724,37862.762
186437.72,1015.7552,55,1,.10694395,7868.0918
125895.47,16948.602,35,1,.12725206,3358.4663
204037.22,15200.905,51,2,.040584374,12228.788
181256.63,24737.58,54,5,.12408161,16746.48
238903.63,15862.979,51,1,.12720792,4534.5703
315378.38,6904.7759,38,1,.45724416,130476.27
232662.84,31903.521,53,3,.16512913,12195.64
198329.73,19339.514,44,2,.044539608,4574.1382
238914.7,16882.168,44,1,.078095555,1318.8627
157077.92,3146.5015,41,2,.2181222,1107.5818
340980.66,4399.5552,60,1,.10916679,45392.711
245773.13,2328.2239,49,0,.068919465,34666.762
222993.39,9269.6523,52,3,.061514378,8984.8018
263124.41,2362.8232,53,3,.21123369,45181.555
267038.56,2359.1904,38,0,.22996052,76824.375
163954.91,10447.353,40,2,.36951497,11920.703
179824.78,12876.885,40,1,.087801486,16873.498
218972.38,1456.5778,58,2,.038457356,30758.83
68858.313,3750.5154,41,6,.1622678,355.23224
213330.95,916.4599,48,1,.049563237,4356.6748
235866.77,13310.409,49,2,.088309236,4344.6675
228120.63,3643.5205,43,1,.39654094,49418.93
140098.63,9635.1777,29,7,.11995019,9296.5967
171517.97,3499.0039,37,3,.070855923,12925.965
255695.45,14769.03,49,0,.28648227,75922.891
178505.55,22254.35,36,2,.017535137,37102.918
192498.84,25728.729,42,1,.025562394,18440.656
251524.63,2446.354,52,3,.040976334,46543.789
177174.23,6412.2759,44,3,.19645002,1998.4583
112865.95,1303.7122,39,2,.070938587,9878.5625
168295.02,5880.9917,41,3,.23103586,34245.844
74189.906,9413.7627,37,0,.40153214,10256.5
171190.98,13920.605,35,2,.19256669,17590.268
204501.11,1848.7969,46,3,.086789057,1629.5704
167915.52,3286.0537,38,2,.045091473,17713.416
227559.83,3373.5132,42,3,.11921816,52293.445
164276.72,3128.8584,49,2,.092483379,45373.352
137548.95,5349.0708,41,3,.37752235,20181.789
170023.95,24115.809,47,1,.11437367,5656.0474
262336.13,9782.1289,53,1,.028926099,19456.379
244139.95,9378.123,53,3,.047049608,21214.432
217121.83,7359.4043,46,4,.17173567,1888.4507
271956.78,1262.0323,36,2,.18325308,122619.6
216883.59,15194.625,53,0,.15429729,30290.568
268506.34,7710.0137,43,0,.042178154,55080.539
172853.75,5600.9961,43,4,.11785483,27492.129
167761.77,16370.356,42,1,.14845334,3997.5957
276662.22,1353.9241,50,2,.23909649,58999.906
240546.98,1734.0919,55,5,.10498296,74961.227
197582.03,977.90405,46,1,.3544859,11197.159
219940.61,10583.999,58,1,.042041659,3290.3313
233942.77,6037.9609,41,0,.11468332,6936.5762
170307.86,1518.3419,38,1,.061608601,33698.328
215119.63,11869.017,50,2,.016638136,28594.611
223199.67,18802.393,39,1,.069840215,61194.012
166800.39,3708.116,38,1,.1862746,904.51593
136001.66,3780.3943,43,1,.22081402,2812.9082
241577.25,4291.5522,53,1,.016552921,26313.846
203115.69,12221.347,37,4,.074721076,10774.258
208964.5,1557.7571,41,4,.035388235,61136.785
189924.53,1910.9417,43,1,.16211867,9938.9297
127587.21,471.62015,35,1,.35643923,376.21228
232885.09,12385.341,49,0,.076287642,22767.215
236472.61,3911.2385,50,0,.3458893,29683.85
213886.55,22485.568,33,2,.22622767,47303.426
218900.83,7475.4805,51,1,.20484696,17513.137
244125.09,7360.0127,45,4,.28821033,77883.656
316555.28,5328.437,35,3,.10665309,145524.58
173245.94,538.40973,31,0,.22256267,18805.615
231229.7,24488.457,46,3,.29746628,20870.238
239991.8,5984.7012,50,3,.11830021,64631.309
274314.28,6316.4287,50,2,.19851916,40526.703
245399.2,26743.412,45,0,.23485361,49539.473
296528.59,30965.188,53,6,.12007415,32289.527
180693.8,13986.372,44,2,.34755179,337.81949
105351.76,5753.4424,34,3,.27130556,6631.5728
227892.59,667.4151,45,2,.081723586,28501.074
225825.42,4829.6909,54,2,.15187076,2842.5579
238657.92,7646.2002,46,2,.13825658,16458.313
234037.7,9542.041,40,0,.2981073,47834.086
263346.78,14920.376,52,1,.15473956,69536.336
223671.58,5330.4702,47,3,.08703474,46228.449
249305.09,182.86681,39,2,.26787898,57011.277
187446.89,1940.5454,43,3,.10845455,25357.994
190791.56,3142.4417,41,0,.17900653,32178.18
261758.33,6248.9688,47,1,.02930928,54991.012
339105.72,17755.814,50,0,.20588307,56086.707
162041.06,2883.0105,35,2,.18645559,4797.9839
204928.83,2931.5754,48,2,.32011959,58769.711
299577.38,20415.266,50,2,.057951864,81101.656
228653.95,13218.347,45,0,.47502318,54353.574
232510.38,2985.3491,43,0,.090430737,31718.738
286892.44,3464.8079,51,1,.33272082,54394.395
184489.41,24429.291,41,2,.15865745,27504.701
232977.55,7989.3232,50,1,.41494414,12189.13
210887.22,1169.2727,28,0,.16909295,25562.045
129679.44,803.79584,37,7,.17875975,5623.6313
236719.25,20301.441,45,5,.29226694,58808.199
280821.06,41776.109,45,1,.21492946,50958.578
199788.33,17830.008,46,2,.16790949,32077.699
166450.47,1984.0023,47,1,.44575694,333.99588
255523.95,7696.8071,55,2,.23587398,21134.117
132800.95,2390.6812,36,1,.35176778,19433.199
231870.98,5947.2969,52,1,.17574137,22362.549
305727.31,5126.3076,47,7,.22615469,42767
200266.48,25331.68,45,0,.30405697,627.27802
100335.97,7621.3452,41,4,.32371682,8269.7578
157018.28,30263.73,40,3,.16304788,21935.443
253953.69,23752.543,39,2,.45461175,65798.734
251823.14,4306.6899,38,1,.07601653,59874.301
224676.53,1939.2488,37,4,.050270706,42139.566
154396.92,1739.7599,43,7,.086389937,1152.8693
222423.38,2479.429,39,1,.17006321,28278.455
223663.42,4430.6982,48,1,.15549636,37576.699
207165.19,7239.9688,51,2,.10874358,3850.0457
112125.28,19610.217,34,2,.11393004,1627.2787
179882.72,5655.98,49,4,.074640393,26792.92
205639.28,2090.3308,40,2,.15112038,9827.7324
230590.39,9754.9424,48,1,.16071138,32034.074
226710.58,271.65231,44,1,.42568445,47109.559
183597.06,12614.763,41,2,.18740568,4595.4209
235410.61,10585.366,45,0,.071244374,17135.773
135092.2,11072.63,41,0,.051596712,608.065
236305.3,11528.765,46,0,.16911051,62702.211
167647.94,526.15155,47,2,.1479872,7059.084
142779.83,5705.3794,50,1,.11805015,6831.25
87754.531,25991.947,39,3,.29327923,9746.3477
236188.83,20349.316,42,1,.16831511,30295.854
182729.69,8458.0928,51,2,.11548652,11191.577
176164.3,21137.078,51,3,.17881072,817.54681
208620.19,1966.7384,43,4,.22036606,23380.873
219868.34,3958.5137,51,2,.20758571,57563.344
231432.66,17835.715,44,0,.086691171,28096.365
137460.22,1505.947,33,1,.22621667,18104.381
272372.97,14255.174,33,4,.19794481,88252.469
193869.39,8165.6943,50,2,.18179013,5644.3516
194109.33,24514.043,44,0,.13547595,30204.209
299784.06,555.46509,46,2,.20566776,68139.125
131901.53,236.86594,45,2,.148976,14212.526
187426.27,11743.27,44,2,.23681815,33191.32
246438.69,30696.709,45,1,.2726579,37241.871
233047.84,3725.4426,53,3,.1161058,16550.648
129862.5,4483.0649,38,1,.052965742,5577.0459
199518.38,29652.189,39,3,.050274465,48098.313
161764.08,7557.7031,36,2,.083723493,33078.219
225465.63,685.46985,45,3,.30148405,20150.184
146103.75,1207.5719,44,3,.12874022,27485.727
154806.66,10615.75,41,2,.20293552,25513.717
187645.23,55202.074,39,1,.23140718,44723.918
208694.61,15762.864,47,2,.096426405,39308.523
281175.78,37.874214,48,1,.019784631,63086.441
232330.06,21849.74,49,3,.14769886,17224.305
188691.69,10846.345,45,2,.073033497,13031.806
144607.72,4118.3223,45,1,.09819115,2758.8403
140872.75,2197.5466,42,1,.15326154,14874.39
223481.73,14094.561,51,2,.10533695,7644.4097
147857.19,16426.686,35,3,.24670814,21288.035
268747.88,3488.1462,51,2,.12594271,39339.625
347425.13,12980.914,50,3,.096415736,102567.09
204987.14,14251.621,40,1,.16174933,41218.941
183650.25,54695.309,37,3,.21511303,257.08408
183159.33,29172.063,35,2,.24348257,11662.976
148609.11,5678.4814,35,4,.14327781,40633.031
259544.45,2379.02,45,2,.27185762,90727.953
178100.45,21792.666,44,2,.097243279,3286.3679
135105.28,7277.4736,45,2,.05939509,59.386753
277283.09,3819.8396,61,1,.14237441,13741.396
252884.55,7651.4561,51,0,.072282389,14050.788
130678.98,2044.1315,30,0,.29094332,11877.204
244787.83,5158.0518,41,3,.1269522,22735.861
215003.83,5158.2295,49,3,.16940391,36543.902
218139.7,4513.1646,43,1,.1077433,34327.07
265206.31,15444.158,48,3,.33124629,27742.238
164458.97,5425.0166,51,0,.20665815,27856.367
260691.34,6192.0703,44,1,.37669522,45672.664
134201.36,1002.6132,46,0,.25011453,19182.857
227166.7,19306.896,56,2,.20580825,34472.539
247038.61,6863.6733,39,1,.0114377,11193.597
254009.41,11055.857,48,0,.040752679,49410.887
236028.73,13601.272,39,4,.22069061,61730.922
187761.09,5482.3374,43,3,.079113133,471.67963
278780.34,6717.5039,50,6,.119578,39085.137
281093.19,7717.877,48,1,.04865047,11336.099
205570.33,2743.4417,46,2,.1623681,14484.48
163481.59,1904.8301,37,3,.20514432,15781.783
189861.05,609.85797,53,1,.40686035,42527.512
396855.75,18816.598,48,3,.18564631,153442.97
290159.03,8626.2959,56,4,.14413188,83438.672
142765.45,171.10829,39,3,.085276194,23269.742
225016.3,4950.8281,50,3,.44717109,301.36465
189336.38,3014.5093,55,0,.24567033,22923.227
197904.58,11546.444,49,1,.33558294,5854.6675
298736.66,28766.439,53,2,.15886036,66791.164
160577.19,12451.641,43,5,.37019736,21846.141
166938.55,8274.8154,41,4,.053624492,6980.021
208697.66,2546.019,46,4,.053754628,5252.877
132150.28,7881.7783,33,1,.22227478,8726.4141
144335.67,10493.333,46,4,.66488373,13341.147
175841.05,868.37933,40,1,.22702068,24586.482
177274.92,16574.012,48,2,.18319127,12643.545
209452.47,21330.717,43,2,.36237854,66333.281
221884.06,30120.033,35,2,.038462397,32154.27
243845.89,2576.2231,50,1,.035384033,34158.086
322061.22,24134.766,50,0,.16625997,49336.996
271790.84,866.15607,39,1,.13732757,85793.266
198785.56,7167.7964,45,2,.18672167,10274.988
272314.75,10974.303,54,2,.4707903,63584.051
301173.72,931.42529,50,4,.12955652,24532.383
188931.47,1609.2728,45,1,.027183445,29872.158
208168.08,3244.4226,56,4,.12371915,11173.998
220479.3,12180.263,44,3,.14925697,17232.428
217052.09,803.62689,41,1,.10013887,24947.234
207318.53,4941.1484,49,2,.080255575,16921.656
166142.89,2384.0093,32,2,.46279696,48699.621
236951.91,13879.034,53,0,.10394024,37335.551
216814.97,10561.104,41,1,.060814548,8231.6826
296127.22,7551.105,47,0,.17135362,38954.055
208780.88,10655.684,47,1,.08472959,2530.6714
227615.36,2402.6304,53,7,.31165332,14921.383
160970.81,17831.998,38,2,.2416154,26197.041
218780.14,8750.3115,48,2,.015907515,20586.871
222043.61,1905.9045,41,1,.19013396,31855.963
211920.63,20193.611,51,1,.24581423,26947.162
248890.08,28114.082,37,2,.62925792,15668.859
185363.16,4008.0076,51,3,.38400584,10043.09
308476.38,10871.224,48,1,.097883083,54576.742
165875.75,11522.422,45,0,.0080683734,2521.0916
314973.28,23042.252,58,3,.12471949,83782.469
138538.11,1418.2244,31,1,.30670521,15086.371
188126.61,2384.8167,42,1,.38016611,16965.197
182101.2,7699.4917,42,2,.16781403,23556.547
249357.55,5159.1924,48,1,.44812146,18817.658
170044.39,11315.866,45,2,.15948619,30811.121
205787.44,19018.799,43,3,.082501903,5049.0381
180315.02,1098.4677,34,2,.14521593,12151.906
160223.25,13602.318,36,0,.31329855,24813.602
